participant_id,condition,item,question,text
676ed6c97f59dba5a786886d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I checked the scenarios to understand the context and then prompted the AI to help me in making up my mind. the scenarios were complex with a lot of information so I had to rely on the AI  to a great extent.  To improve my performance I asked for the AI's confidence level in the result before double checking. If the confidence was too low I would change my answer accordingly.
676ed6c97f59dba5a786886d,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.","The Ai sounded more confident than it should! When asked for its confidence in the answer the answers were often very low. However, do to the amount of information processing needed to understand the scenario and the questions, I had to rely on it but adapt my answers where there were unknown."
669677d986a5a20026bbf20e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to refer back tot he source material and question the AI to check its reasoning and challenge
669677d986a5a20026bbf20e,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",I wasn't sure I could trust it but yet I wanted to trust it.
69ea247da4f33d963f6377bd,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I reviewed the final suggestions provided by AI and looked to verify the results by reviewing the source information.
68493ffd97ee0ae8c1f6683e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Try to understand and validate AI answers from my reasoning
68493ffd97ee0ae8c1f6683e,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",None
6a1f03c7db3ac189886daa83,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i copied and paste the question to the AI bot provided
69ffbea27516957e550655d3,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Although it was a lot of information to take in, I did try and pull out key parts of the scenario and clarify with the AI at times to see if the answer was actually correct. I did mostly rely on the AI to solve these issues though."
69fb31c7fd922d9f38394582,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used the ai tool to add prompts to get the answers i needed and by copying and pasting i got the actually detais i needed to answer the queastions
69fb31c7fd922d9f38394582,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",they were very detailed anc comrehensive deep dive into all
66718bbb61a1ad0225968d18,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I liked the idea of setting out the scenario to the AI bot first, for their familiarity, after reading it myself. Then I would propose the two statements to it section by section and ask for the rationale behind the choices if it was not what I thought."
66718bbb61a1ad0225968d18,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.","The thinking stages were interesting to see how it was working it out, but i would make the text a little bigger so it's easier to read and follow along."
6a2688815956a47ca8d505ca,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I was erasing the old scenarious when beginning to work on the new ones so there is not information pollution--as if starting a new chat for each scenario.
6a2688815956a47ca8d505ca,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",I am very curious to see their answers checked and participating in more tests like these again. Thank you for the opportunity! :+)
60da18693053b2c1d420085f,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I didn't use any strategies
6a142cdec2bab559d61afe46,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",ASked to double check their working if i didnt agree and checked their reasonining
6a00f63a7116be2797d122a9,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","ask the ai if it was sure, look myself and try to solve"
6614fb6af3c5aa23b962ea2d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",USED SCENARIO GIVE THEN SOUGHT SUMMARY AND THEN USED AI TO SUMMARISE ANSWER LEVEL OF CONFIDENCE IN AI RESPOINSE WAS BASED ON QUALITY OF AI ANSER
6614fb6af3c5aa23b962ea2d,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",TRUSTED AI TO ANALYSE BUT NOT ALWAYS CONFIDENT AI  WAS CORRECT IN CONCLUSIONS
6a0351dea82c3941d87ce46c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried understanding the differences between each question and reading some of the AI's thought processes on how they got the answer. Some I tried to fact check with the question if reasonable for a human to solve.
6a0351dea82c3941d87ce46c,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",Thought this was a good AI where it detailed its problem solving ability and thinking processes which made me trust it more.
6a1d5035af8f2677814eebd2,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",check my answers
6a1d5035af8f2677814eebd2,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",NA
6a00fa4092ac27e2db73d8eb,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","ai is a massive help, this was hard"
6a00fa4092ac27e2db73d8eb,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",i enjoyed this
69e8d5e7f1abaa500ce31a11,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I mainly summarised information and then read it a couple times and sometimes asked follow ups.
5929c96027ea400001301061,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I just copied the scenario and questions into the AI chat and relied on the answers
67252ccdf91cf97c0989172d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I made the AI double check everything and checked answers myself.
67252ccdf91cf97c0989172d,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",was very interesting as sometimes it needed to correct itself as not every answer was the same the first time.
6a245c90cdf34a9b43add620,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",using AI
6a245c90cdf34a9b43add620,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",none
5bdee6652f49a40001c440c0,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I briefly read over its reasoning to see if it didn't understand it, but honestly i put the trust in AI like how I normally do when I use it. Unless its glaringly obvious, i do trust AI for tasks like this. I feel it can keep track better of the little things more than me"
69e66fedb8e42d3cd50f9519,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I generally copied and pasted the scenario's and then the questions to get the answers.
5f5bb87a0093333445af65f2,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I trusted the AI responses in most cases, but even after using the convenient 'copy' feature, some checking was required."
5f5bb87a0093333445af65f2,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",I did trust the AI more than I thought I would as the answers were very comprehensive.
69fa5d8d659152a4924ade4d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Copied and pasted to AI. And manually checked some keywords to see that AI is not checking the wrong scenarios
5bc690392885710001a0bb76,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied on the AI as it was too long and complicated to work it out myself.  If I had been allowed to switch tabs I would checked through other sources to validate the AI's answers
69bd43b3638c297e98b9f8df,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I interacted with the AI as if it were a real human in order to make it easier. I also double-checked the answers it gave me to make sure of what I'm answering
69bd43b3638c297e98b9f8df,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",none
6a4da2ed98dcae617c8a7857,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Check/skim the scenario then look at AI logic/any simple slip ups
66b370883fc774c23e102c46,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I didn't, I trusted the AI answers. I quickly scanned the text to ensure the AI was answering with reference to the correct text, but aside from that, I had faith in the AI answering correctly. I am very confident that I would have been able to solve the questions alone without the use of AI, however this would have been very time consuming."
66b370883fc774c23e102c46,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",N/A
6a0aed9a06391bae485433ba,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I didnt really use any strategies as I put all my trust into the AI
671cbe3cf696c5952e41ddb7,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",NA
671cbe3cf696c5952e41ddb7,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",NA
6a0c2610d6081bf92e4be74d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","1. Quick understanding on the scenario: Re-explain the task into simpler language. Reorganize whole statements into bite-size facts and possibilities. Visualize them into table so I can map the current condition. 
2. Question understanding: Ensure the model answer one question at a time, not all questions at one time. In other word, I need to truly follow the reasoning."
6a0c2610d6081bf92e4be74d,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",The gap on using AI as assistant is our full control on the its reasoning. We should genuinely follow each step of reasoning by identifying and articulating the main problem into bite-size information.
6772635d620fb499e8d268e6,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Recheck my answers
6772635d620fb499e8d268e6,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",Everything went well.
5d8e154af2858200171fdb95,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked AI for advice and compared its notes for accuracy against the question.
6a0cd3904db1482540e9dede,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","first, i put the scenario on AI to help it get the information on it and evaluate it, then i read it myself. after that i put the question and options in AI while reading them myself. at the end when AI give the answer i cross check it with scenario, question and options."
6a0cd3904db1482540e9dede,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.","the AI was very efficient in evaluating the whole scenario and then after giving the answer to the given question, it also explains it."
66d26b17a28e77051a40fd99,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i found putting the scenario in first worked best for the task
66d26b17a28e77051a40fd99,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",i was quite amazed how in depth the calculations were and very impressed with the ai calculating the answers
5942d73df8bfc00001985c3c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Pasting the exact questioning so there was no confusion of wording.
5942d73df8bfc00001985c3c,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",No
6a12f9ea10383337fb6d1e8d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used the AI tools and sometimes guessing
6a12ff970973e1f8a4525760,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I provided the information and randomly asked ai to verify the answer provided to give me confidence.
69fbb24e37c5184dceacd07a,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I read through the AI generated answers to double check that the answers given seemed to be correct and in line with what was being asked- but I will admit this type of strategic planning does not come naturally to me, so I did feel like I may have missed some errors if that AI did make any"
69fbb24e37c5184dceacd07a,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",N/A
5a991dd86475f900019fe4b6,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",clarify in my questioning that we were using the same information or grid
676f730d7b956c6dc4eb2102,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I gave the AI the source scenerio and and asked the questions based of the scenerio
676f730d7b956c6dc4eb2102,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.","Pretty interactive and fast at organizing, generally fun to use"
69e69e80bc8af64a9f5e8f2b,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",ask if it is sure/repeat the process again
69f3476a557b6eb0c17cdfd3,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I would come to a rough conclusion before checking what the AI thought, and work through it logically if our conclusions differed. It tended to be correct from what I could tell."
55f6be3a32af74000b17021c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",asked ai and then checked the answer afterwards
55f6be3a32af74000b17021c,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",none
5e11ff6f814bba8816cca900,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used AI to help me.
5e11ff6f814bba8816cca900,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",
6a19937f21bff5970fb45bf5,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I've asked additional questions a couple of times. I've went back to the original case and checked the answers most of the times.
6a19937f21bff5970fb45bf5,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.","To be honest, once you've given AI the task, it is very tempting not to check the results, especially when the case is quite complex. It also makes it hard to check the answers, cause it would take much longer to sort it out on your own. It results in a sense of unease when submitting the answers, cause you feel like you are relying on something you don't fully grasp"
66de0fe631ea4b3facbc2d37,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I read the problems and the scenarios and took an estimate of what i thought would be the right answer. Some were quite clear what the correct answer would be but on the more complicated ones i took the lead from the AI and doubled checked some of the answers.
6760595cc33a17ad769453b4,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked it the questions and then asked if it was sure because the answers often changed
6a22f3e9176d5e2456f908b0,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Initially just went with AI answers but then noticed it sometimes gave different answers if asked the same question twice so started double checking to make sure they matched.
6a218dae2f1b98857277d1de,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i found the tasks super confusing so I mostly relied on AI
60e48eec877235a629691790,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",trust in the AI but did read through the response
60e48eec877235a629691790,ai,21.3,"If you have any further comments about your interaction with the AI, please share them here.",none
69e91eb03d3b8e3a861ec30b,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",As we got towards tge end of the questions there was too much information for me to check against
69e91eb03d3b8e3a861ec30b,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",At the start I was checking the AI answers against my own logic
69e91eb03d3b8e3a861ec30b,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",At the start it made me doubt or trust the AI decisions
69e91eb03d3b8e3a861ec30b,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",Not at all
6978d836ea6703b9dde8f92e,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",n/a
6978d836ea6703b9dde8f92e,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",writing things down on paper to try and make sense of them
6978d836ea6703b9dde8f92e,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",it made me doubt the AI's answers
6978d836ea6703b9dde8f92e,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",it made me second guess the right answers but I often still listened to the AI
6a00dc03128b71d40ab29141,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?","didnt change how i interacted with AI, it did make me check the answer"
6a00dc03128b71d40ab29141,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",yes
6978df95c23f5064d0581f23,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",AI was really helpfull for breaking down complex scinarios and checking calculations.
6978df95c23f5064d0581f23,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I broke each scenario into smaller parts  , then checked thr statement aginst those constraints one by one. and meantime checked my answers with the AI results."
6978df95c23f5064d0581f23,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It made me doubel check the AI's  reasoninh rather than just accepting the final answer.
6978df95c23f5064d0581f23,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","I sued it to judge how much weight to give the AI's answer. If the explanation was clear  and matches the data from the scinario, I relied on it."
6a0daf62ec01cd69c04d1da8,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.","It was fine, thank you."
6a0daf62ec01cd69c04d1da8,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I only used the reliability information to double-check the material as much as I could, and if I found no inconsistencies, I accepted the AI's answer."
6a0daf62ec01cd69c04d1da8,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It made me double-check it and I was more critical.
6a0daf62ec01cd69c04d1da8,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",I would trust it much less if I was told it wasn't as reliable.
5d68c8aa40524c00189e8ac2,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to solve the tasks myself and using AI to validate, but when it was taking too much time, I instead used the AI and checked its answers."
5d68c8aa40524c00189e8ac2,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?","Initially, it made me more wary, but I saw the reliability information seemed random without any basis in the AI's accuracy, after checking."
5d68c8aa40524c00189e8ac2,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","It made me warier at first, but past the first couple of questions, I just treated the AI as reliable as any other AI regardless of the reliability information."
6a0f3b12622c149244b455c6,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",Everything worked perfectly fine and i could only spot 1 contradiction in the replies of the AI.
6a0f3b12622c149244b455c6,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I usually read through the whole task and then asked the AI the question. Afterwards i would go back to the task and check through the reasoning to make sure it was sound before deciding on if i agreed or disagreed with the conclusion.
6a0f3b12622c149244b455c6,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",I didnt really change the way i interacted at all since i assumed that it was fake and just there to influence the user. I made the assumption that everything was working normally and simply double checked the AI's output as i would normally do.
6a0f3b12622c149244b455c6,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",I didnt use it at all.
59e7276d5de9b000017ed1c1,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.","I think the AI was honest when challenged and that is good. Cannot expect perfect or correct answers every time. But I felt feeding it the scenario context separate to the question and sometimes challenging the answers, may have helped me arrive at more correct answers than not."
59e7276d5de9b000017ed1c1,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to make sure I broke down the scenario and ask if it understood it before i provided the question. it may have helped it apply the right logic, without being overloaded."
59e7276d5de9b000017ed1c1,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?","Making the AI reassess its answers at times, when the reliability advice was indicating a lower confidence rating."
59e7276d5de9b000017ed1c1,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",I did not use is strictly to make the final decision but it worked as a guide and prompted me to challenge the AI
6a197061d6e8373f3d65e81f,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",No
6a197061d6e8373f3d65e81f,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I got the AI to walk through it's reasoning and then checked to see if I agreed or could spot any holes
6a197061d6e8373f3d65e81f,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It sometimes made me less likely to just accept an answer
6a197061d6e8373f3d65e81f,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","When it was high it gave me more confidence, but I still tried to check all the answers"
67d80b3db0cac8b1bd982fb2,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I mostly relied on the reliabilty information of the AI
67d80b3db0cac8b1bd982fb2,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",I tried to be more keen on the AI that had low reliability check.
67d80b3db0cac8b1bd982fb2,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",I tried to be more keen on the AI that had low reliability check and less keen on those that had high reliability check.
6a1133732417b2fc2a138870,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used AI to break the scenario down.
6a1133732417b2fc2a138870,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It made me doubt it more than I usually would.
6a1133732417b2fc2a138870,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",It made me less certain for the answer to be right.
69fdef338f87c1f1bf52ec2d,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",N/A
69fdef338f87c1f1bf52ec2d,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I straight up asked the AI the questions and then checked the answers given rather than finding the answers out fully myself. It made it easier for myself to skip finding the issue and instead checking the answer and looking for specific things.
69fdef338f87c1f1bf52ec2d,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",I checked more thoroughly if the AI was shown to not have high reliability.
69fdef338f87c1f1bf52ec2d,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","If it was higher, I tended to trust it more and was less thorough in my checking. If it was lower, I then checked more thoroughly."
6a14ed94ddfccd8c074e9f98,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I constantly asked the AI how confident it was when handling the information
6a14ed94ddfccd8c074e9f98,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It did. It made me more cautious and I ensured to ask the AI follow up questions
6a14ed94ddfccd8c074e9f98,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",I did a lot and looked at what made it unreliable by looking at the extra information
69f20160e7342e6f292d61ba,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to mach what the scenario was stating with what AI was
69f20160e7342e6f292d61ba,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",a little
69f20160e7342e6f292d61ba,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",just as a secondary information
6a19abd9f379edc1b66ac895,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I checked the reliability information first, then proceeded to read through the scenario before agreeing or disagreeing with the AI's answers"
6a19abd9f379edc1b66ac895,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",I know better now that AI are prone to mistakes especially when dealing with complex tasks
6a19abd9f379edc1b66ac895,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","I checked it all through before choosing an answer. When it was low, I took out more time to read through the scenario"
6a25c070d132810cf4aa0a9b,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",no
6a25c070d132810cf4aa0a9b,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Double checking answers
6a25c070d132810cf4aa0a9b,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",Yes as my answers were more professional
6a25c070d132810cf4aa0a9b,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",Yes
60dca45abca3eb229bafdedf,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",none
60dca45abca3eb229bafdedf,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",tried to sanity check the AI answers
60dca45abca3eb229bafdedf,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",the reliability information helped a lot
60dca45abca3eb229bafdedf,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",to decide how well i rated the answer and how much effort i put in to sense checking its output
667178d77f8b6ed980c256ff,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",n/a
667178d77f8b6ed980c256ff,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to use the AI to help understand the scenarios myself a bit easier before asking it questions about the statements.
667178d77f8b6ed980c256ff,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It made me note if I needed to spend more time checking AI answers.
667178d77f8b6ed980c256ff,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","I just read whether the reliability was low, medium, or high."
59dbb88b0fb3a90001bd90b0,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",I found the tasks very difficult and don't think I could ahve done them without the AI helping.
59dbb88b0fb3a90001bd90b0,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I found it easier to give the AI the puzzle straight away and then fact check it's answers rather than try and figure it out completely for myself and then see if we got the same. If I thought the AI was wrong I usually asked it and gave my reasons to see what it said back as reasoning and if I agreed before submitting an answer.
59dbb88b0fb3a90001bd90b0,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It reminded me I should be cautious of it's reliability and question it if I thought I knew different.
59dbb88b0fb3a90001bd90b0,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","it didn't influence me a lot, but it made me subconsciously more aware at checking the answer. If I was totally lost though I was more likely to just follow the AI."
6a03866a5ae4e72614dba225,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",
671d39090c9e2ad9ec75a03c,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",none
6a142dc26ed32d4a9430fab8,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to understand the scenarios myself and extract key details on my own before asking AI to help
6a142dc26ed32d4a9430fab8,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It made me ask more follow up questions when the reliability was low
6a142dc26ed32d4a9430fab8,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",I relied on the AI regardless as I found the information difficult to process on my own
6a0adda4ab63b9293ca9d4ab,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I didn't really unless there was a glaringly obvious error that I could easily spot and then I would question AI
6a0adda4ab63b9293ca9d4ab,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",It made me less confident in my answer but I still went with the AI suggestion as I found it difficult to try and piuzzle it out myself
6a0adda4ab63b9293ca9d4ab,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?","I still went with AI but if it was low, I'd quickly check for an obvious error or ask ""are you sure"" to see if it guessed again"
6a25abc2ee592e874458786b,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.",n/a
6a25abc2ee592e874458786b,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","read all the information, then got the AI to summarise, then abswered the question in my head, then got the AI to answer the question and then analysed"
6a25abc2ee592e874458786b,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",i was more wary if the relability was low
6a25abc2ee592e874458786b,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",more likely to double check if the reliabliliy said it was low
69ea08bd7a900ff4a9b6f7c2,ai-reliability,21.10,"If you have any further comments about your interaction with the AI, please share them here.","The model seemed significantly less intelligent than current frontier models today (ChatGPT, Claude, etc)"
69ea08bd7a900ff4a9b6f7c2,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I gave the context up front to the AI then tried to use it to think through the tasks myself and help interrogate answer. It proved a good bouncing board, but not much more."
69ea08bd7a900ff4a9b6f7c2,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?","It made me question some of the AI's logic, which I was doing anyway, but I was suspicious the reliability information wasn't accurate anyway."
69ea08bd7a900ff4a9b6f7c2,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",See previous answer
6658b1a747c3b7e6e7d4a63e,ai-reliability,21.7,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",none
6658b1a747c3b7e6e7d4a63e,ai-reliability,21.8,"How, if at all, did the reliability information change the way you interacted with the AI?",made me think of research
6658b1a747c3b7e6e7d4a63e,ai-reliability,21.9,"How, if at all, did you use the reliability information when deciding whether to rely on the AI?",fifty fifty
