condition,pid,task_id,question,verdict,mode,answer,answer_correct,correct_option,n_assistant_msgs,parsed,followed,ai_correct,correct,difficulty_z
ai-reliability,6501c0a2e788b5556c24569d,14,graduation_party_01,C,full,C,False,B,1,True,1,0,0,-1.5130450880192552
ai-reliability,6501c0a2e788b5556c24569d,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6501c0a2e788b5556c24569d,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6501c0a2e788b5556c24569d,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,6a1440fbc95e29c6e954c401,6,ypc_02,D,full,A,False,D,1,True,0,1,0,-0.8072278083534364
ai-reliability,6a1440fbc95e29c6e954c401,7,ypc_03,A,full,D,False,B,1,True,0,0,0,0.847792019828484
ai-reliability,6a1440fbc95e29c6e954c401,9,ypc_06,C,full,C,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a1440fbc95e29c6e954c401,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a1440fbc95e29c6e954c401,11,car_racing_02,D,full,D,False,C,2,True,1,0,0,1.1885313962188795
ai-reliability,6a1440fbc95e29c6e954c401,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a1440fbc95e29c6e954c401,13,car_racing_05,C,full,C,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a1440fbc95e29c6e954c401,16,graduation_party_06,D,full,C,False,D,1,True,0,1,0,-0.3691343244229278
ai-reliability,69ea53a90c6cacb935a68043,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,69ea53a90c6cacb935a68043,7,ypc_03,C,full,C,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,69ea53a90c6cacb935a68043,8,ypc_05,B,full,B,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,69ea53a90c6cacb935a68043,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,69ea53a90c6cacb935a68043,11,car_racing_02,C,full,C,True,C,1,True,1,1,1,1.1885313962188795
ai-reliability,69ea53a90c6cacb935a68043,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,69ea53a90c6cacb935a68043,13,car_racing_05,C,full,C,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,69ea53a90c6cacb935a68043,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,69ea53a90c6cacb935a68043,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,69ea53a90c6cacb935a68043,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,69ea53a90c6cacb935a68043,17,graduation_party_07,A,full,A,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,69f11629a735e5ddc2434cb9,6,ypc_02,D,full,D,True,D,2,True,1,1,1,-0.8072278083534364
ai-reliability,69f11629a735e5ddc2434cb9,7,ypc_03,C,full,C,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,69f11629a735e5ddc2434cb9,8,ypc_05,A,full,A,True,A,1,True,1,1,1,0.3366829552428909
ai-reliability,69f11629a735e5ddc2434cb9,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,69f11629a735e5ddc2434cb9,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,69f11629a735e5ddc2434cb9,11,car_racing_02,B,full,B,False,C,3,True,1,0,0,1.1885313962188795
ai-reliability,69f11629a735e5ddc2434cb9,12,car_racing_03,D,full,D,False,B,2,True,1,0,0,-0.49082695884806904
ai-reliability,69f11629a735e5ddc2434cb9,13,car_racing_05,A,full,A,True,A,3,True,1,1,1,0.5313911703231169
ai-reliability,69f11629a735e5ddc2434cb9,14,graduation_party_01,C,full,C,False,B,2,True,1,0,0,-1.5130450880192552
ai-reliability,69f11629a735e5ddc2434cb9,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,69f11629a735e5ddc2434cb9,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,69f11629a735e5ddc2434cb9,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,66c62c2a76d4919685cd6767,6,ypc_02,D,full,D,True,D,2,True,1,1,1,-0.8072278083534364
ai-reliability,66c62c2a76d4919685cd6767,7,ypc_03,B,full,B,True,B,2,True,1,1,1,0.847792019828484
ai-reliability,66c62c2a76d4919685cd6767,8,ypc_05,D,full,D,False,A,2,True,1,0,0,0.3366829552428909
ai-reliability,66c62c2a76d4919685cd6767,9,ypc_06,B,full,B,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,66c62c2a76d4919685cd6767,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,66c62c2a76d4919685cd6767,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,66c62c2a76d4919685cd6767,13,car_racing_05,C,full,A,True,A,1,True,0,0,1,0.5313911703231169
ai-reliability,66c62c2a76d4919685cd6767,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,66c62c2a76d4919685cd6767,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,66c62c2a76d4919685cd6767,16,graduation_party_06,B,full,B,False,D,2,True,1,0,0,-0.3691343244229278
ai-reliability,66c62c2a76d4919685cd6767,17,graduation_party_07,D,full,D,False,B,2,True,1,0,0,0.7017608585183145
ai-reliability,660d6a1f4a7f1337de235daa,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,660d6a1f4a7f1337de235daa,7,ypc_03,D,full,C,False,B,1,True,0,0,0,0.847792019828484
ai-reliability,660d6a1f4a7f1337de235daa,8,ypc_05,D,full,B,False,A,1,True,0,0,0,0.3366829552428909
ai-reliability,660d6a1f4a7f1337de235daa,9,ypc_06,D,full,A,True,A,2,True,0,0,1,1.2128699231039075
ai-reliability,660d6a1f4a7f1337de235daa,10,car_racing_01,A,full,D,True,D,2,True,0,0,1,-1.7807688837545659
ai-reliability,660d6a1f4a7f1337de235daa,11,car_racing_02,B,full,D,False,C,1,True,0,0,0,1.1885313962188795
ai-reliability,660d6a1f4a7f1337de235daa,12,car_racing_03,B,full,D,False,B,1,True,0,1,0,-0.49082695884806904
ai-reliability,660d6a1f4a7f1337de235daa,13,car_racing_05,D,full,D,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,660d6a1f4a7f1337de235daa,14,graduation_party_01,B,full,A,False,B,1,True,0,1,0,-1.5130450880192552
ai-reliability,660d6a1f4a7f1337de235daa,15,graduation_party_05,D,full,D,False,A,2,True,1,0,0,0.14197474016266495
ai-reliability,660d6a1f4a7f1337de235daa,16,graduation_party_06,B,full,B,False,D,1,True,1,0,0,-0.3691343244229278
ai-reliability,660d6a1f4a7f1337de235daa,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,6a0ee010a00d40c9212e139e,6,ypc_02,D,full,D,True,D,2,True,1,1,1,-0.8072278083534364
ai-reliability,6a0ee010a00d40c9212e139e,7,ypc_03,A,full,D,False,B,1,True,0,0,0,0.847792019828484
ai-reliability,6a0ee010a00d40c9212e139e,8,ypc_05,D,full,A,True,A,1,True,0,0,1,0.3366829552428909
ai-reliability,6a0ee010a00d40c9212e139e,9,ypc_06,A,full,A,True,A,1,True,1,1,1,1.2128699231039075
ai-reliability,6a0ee010a00d40c9212e139e,10,car_racing_01,A,full,A,False,D,2,True,1,0,0,-1.7807688837545659
ai-reliability,6a0ee010a00d40c9212e139e,11,car_racing_02,D,full,A,False,C,1,True,0,0,0,1.1885313962188795
ai-reliability,6a0ee010a00d40c9212e139e,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a0ee010a00d40c9212e139e,13,car_racing_05,C,full,C,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a0ee010a00d40c9212e139e,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,6a0ee010a00d40c9212e139e,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a0ee010a00d40c9212e139e,16,graduation_party_06,A,full,A,False,D,1,True,1,0,0,-0.3691343244229278
ai-reliability,6a0ee010a00d40c9212e139e,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,5bbb5e3f118c0600013c3202,6,ypc_02,C,full,D,True,D,1,True,0,0,1,-0.8072278083534364
ai-reliability,5bbb5e3f118c0600013c3202,7,ypc_03,B,full,B,True,B,1,True,1,1,1,0.847792019828484
ai-reliability,5bbb5e3f118c0600013c3202,8,ypc_05,A,full,A,True,A,1,True,1,1,1,0.3366829552428909
ai-reliability,5bbb5e3f118c0600013c3202,9,ypc_06,C,full,A,True,A,1,True,0,0,1,1.2128699231039075
ai-reliability,5bbb5e3f118c0600013c3202,10,car_racing_01,A,full,D,True,D,1,True,0,0,1,-1.7807688837545659
ai-reliability,5bbb5e3f118c0600013c3202,11,car_racing_02,C,full,B,False,C,1,True,0,1,0,1.1885313962188795
ai-reliability,5bbb5e3f118c0600013c3202,12,car_racing_03,C,full,B,True,B,1,True,0,0,1,-0.49082695884806904
ai-reliability,5bbb5e3f118c0600013c3202,13,car_racing_05,A,full,D,False,A,1,True,0,1,0,0.5313911703231169
ai-reliability,5bbb5e3f118c0600013c3202,14,graduation_party_01,A,full,A,False,B,1,True,1,0,0,-1.5130450880192552
ai-reliability,5bbb5e3f118c0600013c3202,16,graduation_party_06,A,full,B,False,D,1,True,0,0,0,-0.3691343244229278
ai-reliability,5bbb5e3f118c0600013c3202,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,6979f7df3438942e2dd5141e,6,ypc_02,A,full,A,False,D,2,True,1,0,0,-0.8072278083534364
ai-reliability,6979f7df3438942e2dd5141e,7,ypc_03,D,full,A,False,B,1,True,0,0,0,0.847792019828484
ai-reliability,6979f7df3438942e2dd5141e,8,ypc_05,A,full,A,True,A,2,True,1,1,1,0.3366829552428909
ai-reliability,6979f7df3438942e2dd5141e,9,ypc_06,D,full,D,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,6979f7df3438942e2dd5141e,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,6979f7df3438942e2dd5141e,11,car_racing_02,B,full,B,False,C,3,True,1,0,0,1.1885313962188795
ai-reliability,6979f7df3438942e2dd5141e,12,car_racing_03,D,full,D,False,B,3,True,1,0,0,-0.49082695884806904
ai-reliability,6979f7df3438942e2dd5141e,13,car_racing_05,B,full,A,True,A,3,True,0,0,1,0.5313911703231169
ai-reliability,6979f7df3438942e2dd5141e,14,graduation_party_01,C,full,C,False,B,2,True,1,0,0,-1.5130450880192552
ai-reliability,6979f7df3438942e2dd5141e,15,graduation_party_05,A,full,A,True,A,2,True,1,1,1,0.14197474016266495
ai-reliability,6979f7df3438942e2dd5141e,16,graduation_party_06,B,full,B,False,D,2,True,1,0,0,-0.3691343244229278
ai-reliability,6a213d191d739202448d3b7d,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,6a213d191d739202448d3b7d,7,ypc_03,A,full,A,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,6a213d191d739202448d3b7d,8,ypc_05,D,full,D,False,A,2,True,1,0,0,0.3366829552428909
ai-reliability,6a213d191d739202448d3b7d,9,ypc_06,D,full,D,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a213d191d739202448d3b7d,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,6a213d191d739202448d3b7d,11,car_racing_02,B,full,B,False,C,2,True,1,0,0,1.1885313962188795
ai-reliability,6a213d191d739202448d3b7d,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a213d191d739202448d3b7d,13,car_racing_05,D,full,D,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a213d191d739202448d3b7d,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a213d191d739202448d3b7d,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a213d191d739202448d3b7d,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,69fbbd287ad72ce563b72cb7,6,ypc_02,D,full,D,True,D,2,True,1,1,1,-0.8072278083534364
ai-reliability,69fbbd287ad72ce563b72cb7,7,ypc_03,A,full,B,True,B,2,True,0,0,1,0.847792019828484
ai-reliability,69fbbd287ad72ce563b72cb7,8,ypc_05,D,full,A,True,A,2,True,0,0,1,0.3366829552428909
ai-reliability,69fbbd287ad72ce563b72cb7,9,ypc_06,B,full,A,True,A,2,True,0,0,1,1.2128699231039075
ai-reliability,69fbbd287ad72ce563b72cb7,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,69fbbd287ad72ce563b72cb7,11,car_racing_02,D,full,C,True,C,2,True,0,0,1,1.1885313962188795
ai-reliability,69fbbd287ad72ce563b72cb7,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,69fbbd287ad72ce563b72cb7,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,69fbbd287ad72ce563b72cb7,15,graduation_party_05,A,full,D,False,A,2,True,0,1,0,0.14197474016266495
ai-reliability,69fbbd287ad72ce563b72cb7,16,graduation_party_06,B,full,B,False,D,2,True,1,0,0,-0.3691343244229278
ai-reliability,69fbbd287ad72ce563b72cb7,17,graduation_party_07,B,full,D,False,B,2,True,0,1,0,0.7017608585183145
ai-reliability,57c57ea095a3ea00016e5a14,6,ypc_02,D,full,D,True,D,2,True,1,1,1,-0.8072278083534364
ai-reliability,57c57ea095a3ea00016e5a14,8,ypc_05,B,full,B,False,A,2,True,1,0,0,0.3366829552428909
ai-reliability,57c57ea095a3ea00016e5a14,9,ypc_06,A,full,A,True,A,3,True,1,1,1,1.2128699231039075
ai-reliability,57c57ea095a3ea00016e5a14,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,57c57ea095a3ea00016e5a14,17,graduation_party_07,A,full,A,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,6a19d16ca6a49d41a36f4f90,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,6a19d16ca6a49d41a36f4f90,7,ypc_03,A,full,A,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,6a19d16ca6a49d41a36f4f90,8,ypc_05,A,full,A,True,A,3,True,1,1,1,0.3366829552428909
ai-reliability,6a19d16ca6a49d41a36f4f90,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a19d16ca6a49d41a36f4f90,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a19d16ca6a49d41a36f4f90,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,6a19d16ca6a49d41a36f4f90,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,6a19d16ca6a49d41a36f4f90,13,car_racing_05,D,full,B,False,A,1,True,0,0,0,0.5313911703231169
ai-reliability,6a19d16ca6a49d41a36f4f90,14,graduation_party_01,C,full,C,False,B,1,True,1,0,0,-1.5130450880192552
ai-reliability,6a19d16ca6a49d41a36f4f90,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a19d16ca6a49d41a36f4f90,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a19d16ca6a49d41a36f4f90,17,graduation_party_07,A,full,A,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,6a1c62ade144e261ce52fc53,6,ypc_02,A,full,A,False,D,3,True,1,0,0,-0.8072278083534364
ai-reliability,6a1c62ade144e261ce52fc53,7,ypc_03,B,full,B,True,B,2,True,1,1,1,0.847792019828484
ai-reliability,6a1c62ade144e261ce52fc53,9,ypc_06,C,full,C,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a1c62ade144e261ce52fc53,10,car_racing_01,C,full,D,True,D,2,True,0,0,1,-1.7807688837545659
ai-reliability,6a1c62ade144e261ce52fc53,11,car_racing_02,B,full,B,False,C,2,True,1,0,0,1.1885313962188795
ai-reliability,6a1c62ade144e261ce52fc53,12,car_racing_03,B,full,B,True,B,2,True,1,1,1,-0.49082695884806904
ai-reliability,6a1c62ade144e261ce52fc53,13,car_racing_05,C,full,C,False,A,2,True,1,0,0,0.5313911703231169
ai-reliability,6a1c62ade144e261ce52fc53,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,6a1c62ade144e261ce52fc53,15,graduation_party_05,D,full,D,False,A,2,True,1,0,0,0.14197474016266495
ai-reliability,6a1c62ade144e261ce52fc53,16,graduation_party_06,A,full,A,False,D,3,True,1,0,0,-0.3691343244229278
ai-reliability,6a1c62ade144e261ce52fc53,17,graduation_party_07,D,full,D,False,B,2,True,1,0,0,0.7017608585183145
ai-reliability,5ec96e3609117f0a67231842,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,5ec96e3609117f0a67231842,7,ypc_03,A,full,A,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,5ec96e3609117f0a67231842,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,5ec96e3609117f0a67231842,9,ypc_06,A,full,A,True,A,1,True,1,1,1,1.2128699231039075
ai-reliability,5ec96e3609117f0a67231842,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,5ec96e3609117f0a67231842,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,5ec96e3609117f0a67231842,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,5ec96e3609117f0a67231842,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,5ec96e3609117f0a67231842,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,5ec96e3609117f0a67231842,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,5ec96e3609117f0a67231842,17,graduation_party_07,A,full,A,False,B,3,True,1,0,0,0.7017608585183145
ai-reliability,6a00ec1a75c6444a2a6e3d69,7,ypc_03,B,full,B,True,B,1,True,1,1,1,0.847792019828484
ai-reliability,6a00ec1a75c6444a2a6e3d69,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,6a00ec1a75c6444a2a6e3d69,9,ypc_06,D,full,D,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a00ec1a75c6444a2a6e3d69,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a00ec1a75c6444a2a6e3d69,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,6a00ec1a75c6444a2a6e3d69,12,car_racing_03,B,full,B,True,B,2,True,1,1,1,-0.49082695884806904
ai-reliability,6a00ec1a75c6444a2a6e3d69,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,6a00ec1a75c6444a2a6e3d69,14,graduation_party_01,C,full,C,False,B,1,True,1,0,0,-1.5130450880192552
ai-reliability,6a00ec1a75c6444a2a6e3d69,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a00ec1a75c6444a2a6e3d69,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a00ec1a75c6444a2a6e3d69,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,677f2415a436ac59cafc20a7,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,677f2415a436ac59cafc20a7,7,ypc_03,D,full,D,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,677f2415a436ac59cafc20a7,8,ypc_05,A,full,A,True,A,2,True,1,1,1,0.3366829552428909
ai-reliability,677f2415a436ac59cafc20a7,9,ypc_06,A,full,A,True,A,1,True,1,1,1,1.2128699231039075
ai-reliability,677f2415a436ac59cafc20a7,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,677f2415a436ac59cafc20a7,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,677f2415a436ac59cafc20a7,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,677f2415a436ac59cafc20a7,13,car_racing_05,D,full,D,False,A,2,True,1,0,0,0.5313911703231169
ai-reliability,677f2415a436ac59cafc20a7,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,677f2415a436ac59cafc20a7,15,graduation_party_05,A,full,A,True,A,2,True,1,1,1,0.14197474016266495
ai-reliability,677f2415a436ac59cafc20a7,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,636cc5fa559ec4d93e272972,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,636cc5fa559ec4d93e272972,7,ypc_03,D,full,D,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,636cc5fa559ec4d93e272972,8,ypc_05,D,full,D,False,A,2,True,1,0,0,0.3366829552428909
ai-reliability,636cc5fa559ec4d93e272972,9,ypc_06,A,full,A,True,A,1,True,1,1,1,1.2128699231039075
ai-reliability,636cc5fa559ec4d93e272972,10,car_racing_01,A,full,A,False,D,1,True,1,0,0,-1.7807688837545659
ai-reliability,636cc5fa559ec4d93e272972,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,636cc5fa559ec4d93e272972,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,636cc5fa559ec4d93e272972,13,car_racing_05,C,full,C,False,A,2,True,1,0,0,0.5313911703231169
ai-reliability,636cc5fa559ec4d93e272972,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,636cc5fa559ec4d93e272972,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,636cc5fa559ec4d93e272972,16,graduation_party_06,D,full,D,True,D,2,True,1,1,1,-0.3691343244229278
ai-reliability,636cc5fa559ec4d93e272972,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,5eb4547590acf228f8d965ae,6,ypc_02,A,full,A,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,5eb4547590acf228f8d965ae,7,ypc_03,A,full,A,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,5eb4547590acf228f8d965ae,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,5eb4547590acf228f8d965ae,9,ypc_06,C,full,C,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,5eb4547590acf228f8d965ae,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,5eb4547590acf228f8d965ae,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,6a185f2e5f903801a7899ddd,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,6a185f2e5f903801a7899ddd,7,ypc_03,D,full,B,True,B,2,True,0,0,1,0.847792019828484
ai-reliability,6a185f2e5f903801a7899ddd,9,ypc_06,A,combined,A,True,A,10,True,1,1,1,1.2128699231039075
ai-reliability,6a185f2e5f903801a7899ddd,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a185f2e5f903801a7899ddd,11,car_racing_02,C,full,C,True,C,2,True,1,1,1,1.1885313962188795
ai-reliability,6a185f2e5f903801a7899ddd,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a185f2e5f903801a7899ddd,13,car_racing_05,D,full,C,False,A,1,True,0,0,0,0.5313911703231169
ai-reliability,6a185f2e5f903801a7899ddd,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,6a185f2e5f903801a7899ddd,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a185f2e5f903801a7899ddd,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a185f2e5f903801a7899ddd,17,graduation_party_07,B,full,B,True,B,3,True,1,1,1,0.7017608585183145
ai-reliability,67a9da49f62daef62d4f4d5c,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,67a9da49f62daef62d4f4d5c,7,ypc_03,A,full,A,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,67a9da49f62daef62d4f4d5c,8,ypc_05,A,full,A,True,A,2,True,1,1,1,0.3366829552428909
ai-reliability,67a9da49f62daef62d4f4d5c,9,ypc_06,D,combined,D,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,67a9da49f62daef62d4f4d5c,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,67a9da49f62daef62d4f4d5c,11,car_racing_02,B,full,C,True,C,2,True,0,0,1,1.1885313962188795
ai-reliability,67a9da49f62daef62d4f4d5c,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,67a9da49f62daef62d4f4d5c,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,67a9da49f62daef62d4f4d5c,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,67a9da49f62daef62d4f4d5c,15,graduation_party_05,D,full,D,False,A,3,True,1,0,0,0.14197474016266495
ai-reliability,67a9da49f62daef62d4f4d5c,16,graduation_party_06,B,combined,B,False,D,4,True,1,0,0,-0.3691343244229278
ai-reliability,665ddc38a270e0c579baf993,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,665ddc38a270e0c579baf993,7,ypc_03,B,full,B,True,B,1,True,1,1,1,0.847792019828484
ai-reliability,665ddc38a270e0c579baf993,8,ypc_05,A,full,A,True,A,1,True,1,1,1,0.3366829552428909
ai-reliability,665ddc38a270e0c579baf993,9,ypc_06,D,full,D,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,665ddc38a270e0c579baf993,10,car_racing_01,A,full,A,False,D,1,True,1,0,0,-1.7807688837545659
ai-reliability,665ddc38a270e0c579baf993,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,665ddc38a270e0c579baf993,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,665ddc38a270e0c579baf993,15,graduation_party_05,B,full,A,True,A,1,True,0,0,1,0.14197474016266495
ai-reliability,665ddc38a270e0c579baf993,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
